기업명,상세명,기업형태,지역,업종,자본금,매출액,대표자,설립일
케이텍,㈜케이텍,중소기업,인천 남동구,기계·기계설비,3억 5만원,56억,이광희,2002.01.23(24년차)
케이텍,㈜케이스마텍,중소기업,서울 금천구,응용 소프트웨어 개발 및 공급업,"6억 6,667만원(2024.12.31)",108억 9천만원(2024.12.31),고인옥/정순호,2010.05.24(16년차)
케이텍,㈜케이램아키텍,중소기업,서울 성동구,인테리어·자재,2억원,96억,양재훈,2012.04.06(14년차)
케이텍,㈜케이텍,중소기업,대전 대덕구,자동차·조선·철강·항공,8억원(2023.12.31),80억,최정희,2004.05.10(22년차)
케이텍,㈜케이엠디지텍,중소기업,경기 수원시,전기·전자·제어,10억원,250억,임성주,1991(35년차)
케이텍,㈜케이엔텍,중소기업,대전 유성구,생활용품·소비재·기타,"4억 5,000만원",80억,"구창일, 정지행",1999.06.22(27년차)
케이텍,㈜케이디엠텍,중소기업,울산 울주군,산업생산시설 종합건설업,10억원(2024.12.31),808억 8천만원(2024.12.31),정원군/정홍규,2003.09.01(23년차)
갤럭시아일렉트로닉스,갤럭시아일렉트로닉스㈜,대기업,경기 수원시,"전구, 램프 및 조명장치 도매업",33억 7천만원(2024.12.31),71억 4천만원(2024.12.31),변해현,2006.10.09(20년차)
디앤디기술,㈜디앤디기술,중소기업,서울 서초구,자료 처리업,2억원(2023.12.31),150억 5천만원(2023.12.31),민태영,2005.07.22(21년차)
엔티씨글로벌,㈜엔티씨글로벌,중소기업,서울 금천구,무역·상사,-,-,김일환,2010.01.01(16년차)
쌍용에프엔씨,㈜쌍용에프엔씨,중소기업,서울 송파구,무역·상사,15억원,200백억,배창용,2005.07.07(21년차)
가나스틸,㈜가나스틸,중소기업,충남 서산시,1차 금속제품 도매업,7억 254만원(2024.12.31),577억 9천만원(2024.12.31),이안수,1989.01.01(37년차)
가톨릭평화방송,가톨릭평화방송,비영리법인,서울 중구,라디오 방송업,"1,223억 1천만원(2024.12.31)",113억 4천만원(2024.12.31),구요비,1988.05.21(38년차)
가톨릭평화방송,(재) 부산가톨릭평화방송,중소기업,부산 중구,방송·케이블·프로덕션,-,-,박명제,-
현대엔지니어링,현대엔지니어링㈜,대기업,서울 종로구,건설·시공·토목·조경,380억원,7조 3천억,홍현성,1974.02.11(52년차)
현대엔지니어링,㈜현대엔지니어링,중소기업,경북 경산시,금속·재료·자재,-,-,정상문,2001(25년차)
현대엔지니어링,현대엔지니어링,중소기업,울산 중구,소방시설 공사업,6억 922만원(2024.12.31),267억 8천만원(2024.12.31),박외관,1999.12.01(27년차)
현대엔지니어링,㈜현대적산엔지니어링,중소기업,서울 서초구,건축설계 및 관련 서비스업,1억원(2023.06.30),35억 1천만원(2023.06.30),정동철,1990(36년차)
현대엔지니어링,㈜현대엔지니어링,중소기업,대전광역시 유성구,기계·기계설비,"1억 5,000만원",25억,김근수,2007(19년차)
현대엔지니어링,현대엔지니어링㈜,벤처기업,경남 양산시,기계·기계설비,-,-,정진식,2007.10.18(19년차)
현대엔지니어링,㈜현대발파엔지니어링,중소기업,서울 광진구,건물 및 토목 엔지니어링 서비스업,,,,
현대엔지니어링,현대기술엔지니어링,중소기업,충남 천안시,기타 토목시설물 건설업,,,,
기락,기락,중소기업,경기 남양주시,기타 곡물 가공품 제조업,,,,
세프라텍,세프라텍,벤처기업,대전 대덕구,기계·기계설비,,,,
동서토건,동서토건㈜,중소기업,강원 속초시,건물 건설업,,,,
충남대학교산학협력단,충남대학교산학협력단,비영리법인,대전 유성구,기타 전문 서비스업,,,,
충남대학교산학협력단,충남도립대학교산학협력단,비영리법인,충남 청양군,기타 전문 서비스업,,,,
청운친환경영농조합법인,청운친환경영농조합법인,중소기업,전남 담양군,식품가공,-,-,오재갑,2004.02.23(22년차)
